feed,title,long_url,short_url
NPR,How interpretations of the phrase 'from the river to the sea' made it so divisive,https://www.npr.org/2023/11/09/1211671117/how-interpretations-of-the-phrase-from-the-river-to-the-sea-made-it-so-divisive,https://da.gd/RZ5UF1
NPR,"Map: After a month of bombardments, as much as a third of Gaza City is damaged",https://www.npr.org/2023/11/09/1211571220/israel-gaza-damage-map-satellite-imagery,https://da.gd/tjzqp5
NPR,Democrats zero in on Speaker Johnson in effort to flip House control,https://www.npr.org/2023/11/09/1211487480/democrats-zero-in-on-speaker-johnson-in-effort-to-flip-house-control,https://da.gd/lnPce
NPR,'Just say no' didn't actually protect students from drugs. Here's what could,https://www.npr.org/2023/11/09/1211217460/fentanyl-drug-education-dare,https://da.gd/2jKkL
NPR,Curbside trash is a problem in NYC. Officials have a not-so-novel fix: plastic bins,https://www.npr.org/2023/11/09/1210494331/trash-problem-nyc-fix-plastic-bins,https://da.gd/okjzf
NPR,6 takeaways from the third Republican primary debate,https://www.npr.org/2023/11/09/1211715610/third-republican-debate-miami,https://da.gd/LRX7
NPR,Stronger activity on the sun could bring more displays of the northern lights in 2024,https://www.npr.org/2023/11/09/1211595597/northern-lights-aurora-borealis-2024,https://da.gd/K8b3
NPR,She snapped at a man on the street asking for money. His response moved her to tears,https://www.npr.org/2023/11/09/1211220998/she-snapped-at-a-man-on-the-street-asking-for-money-his-response-moved-her-to-te,https://da.gd/vib8qy
NPR,Southwest Airlines says it's ready for the holidays after its meltdown last December,https://www.npr.org/2023/11/09/1211064462/southwest-airlines-flight-cancellations-holiday-travel,https://da.gd/Exb5b
NPR,Cities know the way police respond to mental crisis calls needs to change. But how?,https://www.npr.org/sections/health-shots/2023/11/09/1203342875/cities-know-the-way-police-respond-to-mental-crisis-calls-needs-to-change-but-ho,https://da.gd/jHg69f
