feed,title,long_url,short_url
NPR,Haley says Biden is 'more dangerous' than Trump; Boeing ousts head of 737 Max program,https://npr.org/2024/02/22/1233115694/nikki-haley-biden-trump-interview-boeing-executive-ousted-737-max,https://da.gd/AKD7
