feed,title,long_url,short_url
NPR,Up First briefing: Pakistan attacks Iran; Maine court holds Trump ballot decision,https://www.npr.org/2024/01/18/1225320052/up-first-briefing-pakistan-attacks-iran-maine-court-holds-trump-ballot-decision,https://da.gd/5Ko2Y1
