feed,title,long_url,short_url
NPR,Up First Briefing: Garland testifies; interest rate update; depression-fighting habits,https://www.npr.org/2023/09/20/1200532426/up-first-briefing-merrick-garland-testifies-interest-rates-depression-habits,https://da.gd/EMU0UH
