feed,title,long_url,short_url
BBC UK,"Trust Labour to uphold green investment plan, David Lammy says",https://www.bbc.co.uk/news/uk-politics-68040611?at_medium=RSS&at_campaign=KARANGA,https://da.gd/nAoDFR
BBC UK,Timket: Ethiopians leap into pool during holy festival,https://www.bbc.co.uk/news/world-africa-68031032?at_medium=RSS&at_campaign=KARANGA,https://da.gd/F8nxb3
