feed,title,long_url,short_url
New York Times World,"Connie Chiume, 72, Dies; ‘Black Panther’ Actor Bridged S. Africa Eras",https://www.nytimes.com/2024/08/07/world/africa/connie-chiume-dead.html,https://da.gd/8QGYp
