feed,title,long_url,short_url
NPR,Up First briefing: Sudan's humanitarian crisis; Texas floating border; office jargon,https://www.npr.org/2023/09/07/1198072450/up-first-briefing-sudans-humanitarian-crisis-texas-floating-border-office-jargon,https://da.gd/taZ0
