feed,title,long_url,short_url
New York Times US,"Joseph Hendrie, 98, Dies; Key Figure in the Three Mile Island Crisis",https://www.nytimes.com/2024/01/06/us/joseph-hendrie-dead.html,https://da.gd/0heU
