feed,title,long_url,short_url
BBC UK,Multiple shot at Ramadan celebration in Philadelphia,https://www.bbc.co.uk/news/world-us-canada-68785386,https://da.gd/6De2LR
BBC UK,Russian strikes hit Odesa on city's liberation day,https://www.bbc.co.uk/news/world-europe-68781339,https://da.gd/bQRcNR
