feed,title,long_url,short_url
NPR,Up First briefing: UAW strike; Birmingham church bombing anniversary; NPR news quiz,https://www.npr.org/2023/09/15/1199690188/up-first-briefing-uaw-strike-birmingham-church-bombing-anniversary-npr-news-quiz,https://da.gd/p1zuBp
