feed,title,long_url,short_url
CNN US,Top News,https://www.cnn.com/video/playlists/top-news-videos/,https://da.gd/wTR9
CNN US,0% intro APR until 2024 is 100% insane,https://www.fool.com/the-ascent/credit-cards/landing/wells-fargo-reflect-review/?utm_site=theascent&utm_campaign=ta-cc-co-cnn-welref2-ron-5-hp-sfpb&utm_medium=cpc&utm_source=cnn,https://da.gd/WCYqC
CNN US,It's official: now avoid credit card interest into 2024,https://www.fool.com/the-ascent/credit-cards/landing/citi-simplicity-review/?utm_site=theascent&utm_campaign=ta-cc-co-cnn-citisimp2-ron-5-hp-sfpb&utm_medium=cpc&utm_source=cnn,https://da.gd/Nt41s5
CNN US,Experts: this is the best cash back card of 2022,https://www.fool.com/the-ascent/credit-cards/landing/wells-fargo-active-cash-card-review/?utm_site=theascent&utm_campaign=ta-cc-co-cnn-welac2-ron-5-hp-sfpb&utm_medium=cpc&utm_source=cnn,https://da.gd/rW9h
CNN US,Turn Your Rising Home Equity Into Cash You Can Use,https://www.lendingtree.com/?splitterid=home-equity&cproduct=he&cchannel=content&csource=cnn&cmethod=heform&ccreative=risingequitycash_housemoneystack&placement_name=sectionfronts&ad_headline=risingequitycash&ad_image_name=housemoneystack&ctype=sectionfronts&bdst=revshare&mtaid=AC53E&esourceid=6348616,https://da.gd/m9JMJM
CNN US,Dream Big with a Home Equity Loan,https://www.lendingtree.com/?splitterid=home-equity&cproduct=he&cchannel=content&csource=cnn&cmethod=heform&ccreative=dreambighomeequity_housemoneystack&placement_name=sectionfronts&ad_headline=dreambighomeequity&ad_image_name=housemoneystack&ctype=sectionfronts&bdst=revshare&mtaid=AC53E&esourceid=6348616,https://da.gd/pn2Tq
CNN US,Want Cash Out of Your Home? Here Are Your Best Options,https://www.lendingtree.com/?splitterid=home-equity&cproduct=he&cchannel=content&csource=cnn&cmethod=heform&ccreative=cashoutoptions_housemoneystack&placement_name=sectionfronts&ad_headline=cashoutoptions&ad_image_name=housemoneystack&ctype=sectionfronts&bdst=revshare&mtaid=AC53E&esourceid=6348616,https://da.gd/lezbhd
CNN US,Then-Parkland school resource officer who stayed outside during mass shooting found not guilty,https://www.cnn.com/2023/06/29/us/scot-peterson-parkland-shooting-trial-thursday/index.html,https://da.gd/TRPo
CNN US,"West Virginia State Police recorded videos of females in academy showers and locker room, lawsuit says. Alleged victims speak out.",https://www.cnn.com/2023/06/29/us/west-virginia-state-police-hidden-camera-lawsuit/index.html,https://da.gd/sh2GP
CNN US,People urged to stay indoors as smoke from Canadian wildfires continues to create unhealthy air quality from the Midwest to the Northeast,https://www.cnn.com/2023/06/29/us/canada-wildfire-smoke-great-lakes-thursday/index.html,https://da.gd/gGJ2k
