feed,title,long_url,short_url
Al Jazeera,Myanmar authorities burn $446m in illegal drugs,https://www.aljazeera.com/news/2023/6/26/myanmar-authorities-burn-446m-in-illegal-drugs,https://da.gd/DLZKS
Al Jazeera,Suspect in LGBTQ nightclub shooting sentenced to life in prison,https://www.aljazeera.com/news/2023/6/26/us-suspect-in-deadly-lgbtq-nightclub-shooting-pleads-guilty,https://da.gd/ta6M
Al Jazeera,Israel approves plans for thousands of illegal settlement homes,https://www.aljazeera.com/news/2023/6/26/israel-approves-plans-for-thousands-of-illegal-settlement-homes,https://da.gd/7EYsy
Al Jazeera,Pakistan fires three officers for failing to stop Khan protesters,https://www.aljazeera.com/news/2023/6/26/pakistani-general-among-three-sacked-over-violence-by-imran-khan,https://da.gd/IpEI
Al Jazeera,Greece’s New Democracy sets ambitious goals in second term,https://www.aljazeera.com/news/2023/6/26/greeces-new-democracy-sets-ambitious-goals-in-second-term,https://da.gd/62fNWV
Al Jazeera,Guatemalan presidential frontrunners set for run-off,https://www.aljazeera.com/news/2023/6/26/guatemalan-presidential-frontrunners-set-for-run-off,https://da.gd/96Ox
Al Jazeera,Moscow’s fallout with Wagner: Your guide to the Russian rebellion,https://www.aljazeera.com/news/2023/6/26/moscow-fallout-with-wagner-your-guide-to-the-russian-rebellion,https://da.gd/8P5u
Al Jazeera,Sierra Leone’s President Bio leading in provisional vote results,https://www.aljazeera.com/news/2023/6/26/sierra-leones-president-bio-leading-in-provisional-vote-results,https://da.gd/TPH4T
Al Jazeera,‘Not overthrowing power’: Wagner boss Prigozhin defends uprising,https://www.aljazeera.com/news/2023/6/26/wagner-mercenary-leader-defends-march-on-moscow,https://da.gd/gxIi
Al Jazeera,"Tornadoes, severe weather kill 3 in US Midwest",https://www.aljazeera.com/news/2023/6/26/indiana-tornadoes-kill-one-damage-homes-in-us-midwest,https://da.gd/BVVX8
Al Jazeera,Syrian survivors of enforced disappearance call on UN for justice,https://www.aljazeera.com/news/2023/6/26/syrian-survivors-of-enforced-disappearance-call-on-un-for-justice,https://da.gd/CdXH6
Al Jazeera,Qatar emir talks to Putin after Wagner mutiny in Russia,https://www.aljazeera.com/news/2023/6/26/qatar-emir-talks-to-putin-after-wagner-mutiny-in-russia,https://da.gd/mwT8
Al Jazeera,Hezbollah says it downed Israeli drone in southern Lebanon,https://www.aljazeera.com/news/2023/6/26/hezbollah-says-it-downed-israeli-drone-in-southern-lebanon,https://da.gd/cwRhS
