feed,title,long_url,short_url
NPR,Up First briefing: Biden at NATO; Tennessee trans care ban; Taylor Swift's 'Speak Now',https://www.npr.org/2023/07/10/1186718914/up-first-briefing-biden-nato-tennessee-trans-care-ban-taylor-swift,https://da.gd/aCiQ7
