feed,title,long_url,short_url
Al Jazeera,Biden surveys Hurricane Idalia damage in Florida; DeSantis snubs meeting,https://www.aljazeera.com/news/2023/9/3/biden-surveys-hurricane-idalia-damage-in-florida-desantis-snubs-meeting?traffic_source=rss,https://da.gd/4hri1
