feed,title,long_url,short_url
NPR,Up First briefing: Kevin McCarthy's downfall; 'mommy bloggers' and influencers,https://www.npr.org/2023/10/04/1203558009/up-first-briefing-kevin-mccarthys-downfall-mommy-bloggers-and-influencers,https://da.gd/OqYTif
