feed,title,long_url,short_url
New York Times US,"In South Carolina, Biden and Harris Test Policy-Heavy Pitch to Black Voters",https://www.nytimes.com/2024/01/09/us/politics/biden-harris-black-voters.html,https://da.gd/w2HAaj
New York Times US,"Ray Epps, Target of Jan. 6 Conspiracy Theory, Is Sentenced to Probation",https://www.nytimes.com/2024/01/09/us/politics/ray-epps-sentenced-january-6.html,https://da.gd/rLPzx
New York Times US,Trump Says He ‘Did Nothing Wrong’ After Immunity Hearing,https://www.nytimes.com/2024/01/09/us/politics/trump-washington-hotel-immunity-case.html,https://da.gd/Lnebm
