feed,title,long_url,short_url
BBC UK,Dentists to get £20k NHS bonus to treat most in need,https://www.bbc.co.uk/news/health-68171171?at_medium=RSS&at_campaign=KARANGA,https://da.gd/EV281
BBC UK,Ed Davey was advised to meet Post Office campaigner Alan Bates to avoid bad publicity,https://www.bbc.co.uk/news/uk-politics-68222915?at_medium=RSS&at_campaign=KARANGA,https://da.gd/uGcop
BBC UK,"HS2 now offers 'very poor value for money', MPs warn",https://www.bbc.co.uk/news/business-68217031?at_medium=RSS&at_campaign=KARANGA,https://da.gd/l6jEGG
BBC UK,Income needed to retire jumps as family costs rise,https://www.bbc.co.uk/news/business-68222807?at_medium=RSS&at_campaign=KARANGA,https://da.gd/aGc6Np
BBC UK,Wonder Man: Crew member dies on set of Marvel TV series,https://www.bbc.co.uk/news/entertainment-arts-68223499?at_medium=RSS&at_campaign=KARANGA,https://da.gd/jBL2O
BBC UK,"Scandal-hit business group will survive, says new boss",https://www.bbc.co.uk/news/business-68220628?at_medium=RSS&at_campaign=KARANGA,https://da.gd/VjZ0
BBC UK,The Papers: 'Harry's dash to see father' and King's 'brave face',https://www.bbc.co.uk/news/blogs-the-papers-68223849?at_medium=RSS&at_campaign=KARANGA,https://da.gd/1L1r
BBC UK,Cillian Murphy: Barbenheimer was a 'wonderful moment for cinema',https://www.bbc.co.uk/news/entertainment-arts-68203602?at_medium=RSS&at_campaign=KARANGA,https://da.gd/RTZHx
BBC UK,Will voters unhappy with the Conservatives be attracted to Reform?,https://www.bbc.co.uk/news/uk-politics-68171524?at_medium=RSS&at_campaign=KARANGA,https://da.gd/c4ZvZ
BBC UK,Prabowo Subianto: The 'cuddly grandpa' with a bloody past,https://www.bbc.co.uk/news/world-asia-68028295?at_medium=RSS&at_campaign=KARANGA,https://da.gd/DenwLy
BBC UK,'People will keep dying': Fentanyl crisis grips Mexico's border cities,https://www.bbc.co.uk/news/world-latin-america-68101263?at_medium=RSS&at_campaign=KARANGA,https://da.gd/ucPrg
BBC UK,Michael Sheen: The Way echoes Tata steelworks reality,https://www.bbc.co.uk/news/uk-wales-68209308?at_medium=RSS&at_campaign=KARANGA,https://da.gd/Gpn65E
BBC UK,'My journey from racist abuse at the tills to property tycoon',https://www.bbc.co.uk/news/business-68203736?at_medium=RSS&at_campaign=KARANGA,https://da.gd/XIsK
BBC UK,Crypto scam: Man scammed out of six-figure sum gets money back,https://www.bbc.co.uk/news/uk-northern-ireland-68220705?at_medium=RSS&at_campaign=KARANGA,https://da.gd/EpMGL
