feed,title,long_url,short_url
Al Jazeera,Why Palestinians in East Jerusalem are losing their homes | Start Here,https://www.aljazeera.com/program/start-here/2023/12/22/why-palestinians-in-east-jerusalem-are-losing-their-homes-start-here-2?traffic_source=rss,https://da.gd/jAp5
