feed,title,long_url,short_url
NPR,Up First briefing: State of the economy; a possible Trump indictment; difficult bosses,https://www.npr.org/2023/07/24/1189724074/up-first-briefing-state-of-the-economy-a-possible-trump-indictment-difficult-bos,https://da.gd/aZRgpw
