feed,title,long_url,short_url
NPR,Up First briefing: Defense bill delayed; Threads' news policy; SAG-AFTRA strike vote,https://www.npr.org/2023/07/13/1187444962/up-first-briefing-defense-bill-delayed-threads-news-policy-sag-aftra-strike-vote,https://da.gd/8g29U
