feed,title,long_url,short_url
Al Jazeera,Tunisia struggles to progress under cumbersome bureaucracy,https://www.aljazeera.com/news/2023/6/27/tunisia-struggles-to-progress-under-cumbersome-bureaucracy,https://da.gd/a6T1
Al Jazeera,Russian fighter aircraft hold combat drills over Baltic Sea,https://www.aljazeera.com/news/2023/6/27/russian-fighter-aircraft-hold-combat-drills-over-baltic-sea,https://da.gd/Ud9jYN
Al Jazeera,"China’s Li backs closer communication, global cooperation",https://www.aljazeera.com/economy/2023/6/27/chinas-li-backs-closer-communication-global-cooperation,https://da.gd/OaJ1
Al Jazeera,The planet’s burning. Can the Global South save it?,https://www.aljazeera.com/features/2023/6/27/the-planets-burning-can-the-global-south-save-it,https://da.gd/1WgYk
Al Jazeera,"Switzerland says country a hotbed for Russian, Chinese spies",https://www.aljazeera.com/news/2023/6/27/switzerland-says-country-a-hotbed-for-russian-chinese-spies,https://da.gd/Jp49
Al Jazeera,Colombia awards medals for rescue of children 40 days in jungle,https://www.aljazeera.com/news/2023/6/27/colombia-awards-medals-for-rescue-of-children-40-days-in-jungle,https://da.gd/D9deGc
Al Jazeera,Man shot dead in ‘brazen daylight ambush’ in Sydney’s Bondi,https://www.aljazeera.com/news/2023/6/27/man-shot-dead-in-brazen-daylight-ambush-in-sydneys-bondi,https://da.gd/aEep3c
Al Jazeera,Ukraine’s Zelenskyy says forces advancing ‘in all directions’,https://www.aljazeera.com/news/2023/6/27/ukraines-zelenskyy-says-forces-advancing-in-all-directions,https://da.gd/oXbUS
Al Jazeera,In his own words: Wagner chief Prigozhin on the Moscow ‘mutiny’,https://www.aljazeera.com/news/2023/6/27/in-his-own-words-wagner-chief-prigozhin-on-the-moscow-mutiny,https://da.gd/NbB7p
Al Jazeera,Why is the internet in love with the ‘orca uprising’?,https://www.aljazeera.com/program/the-stream/2023/6/27/why-is-the-internet-in-love-with-the-orca-uprising,https://da.gd/O1V8o
Al Jazeera,US lawyers in Tree of Life mass shooting weigh the death penalty,https://www.aljazeera.com/news/2023/6/27/lawyers-in-tree-of-life-mass-shooting-weigh-the-death-penalty,https://da.gd/PJ1l
Al Jazeera,"Russia-Ukraine war: List of key events, day 489",https://www.aljazeera.com/news/2023/6/27/russia-ukraine-war-list-of-key-events-day-489,https://da.gd/fyzZ
Al Jazeera,Former anti-kidnapping head arrested in Mexico’s Ayotzinapa case,https://www.aljazeera.com/news/2023/6/27/former-anti-kidnapping-head-arrested-in-mexicos-ayotzinapa-case,https://da.gd/wYtHr
Al Jazeera,Honduran armed forces seize control of prisons to stamp out gangs,https://www.aljazeera.com/news/2023/6/26/honduran-armed-forces-seize-control-of-prisons-to-stamp-out-gangs,https://da.gd/3wTdC3
Al Jazeera,How to end the conflict in Sudan?,https://www.aljazeera.com/program/inside-story/2023/6/26/how-to-end-the-conflict-in-sudan,https://da.gd/LDZcK7
Al Jazeera,Anger as violent crime soars in Israel’s Palestinian communities,https://www.aljazeera.com/news/2023/6/26/crime-wave-israel,https://da.gd/EDBN
Al Jazeera,Putin thanks those ‘who stood in the way of the mutineers’,https://www.aljazeera.com/news/2023/6/26/putin-thanks-those-who-stood-in-the-way-of-the-mutineers,https://da.gd/mTRjc
Al Jazeera,UN expert urges US to apologise for Guantanamo abuses,https://www.aljazeera.com/news/2023/6/26/un-expert-urges-us-to-apologise-for-guantanamo-abuses,https://da.gd/1Imm
Al Jazeera,Families of Tunisia opposition say EU aid won’t stop migration,https://www.aljazeera.com/news/2023/6/26/families-of-tunisia-opposition-say-eu-aid-wont-stop-migration,https://da.gd/9SWY
Al Jazeera,Indian minister mocks Obama comment on protecting Muslims,https://www.aljazeera.com/news/2023/6/26/indian-minister-mocks-obama-comment-on-protecting-muslims,https://da.gd/zWGdg
Al Jazeera,"Biden says US, NATO had no involvement in Wagner uprising",https://www.aljazeera.com/news/2023/6/26/biden-says-us-nato-had-no-involvement-in-wagner-uprising,https://da.gd/uCpS0I
Al Jazeera,US presidential candidate DeSantis unveils tough immigration plan,https://www.aljazeera.com/news/2023/6/26/us-presidential-candidate-desantis-unveils-tough-immigration-plan,https://da.gd/gjUZ
Al Jazeera,US top court unfreezes Black voting rights lawsuit in Louisiana,https://www.aljazeera.com/news/2023/6/26/us-top-court-unfreezes-black-voting-rights-lawsuit-in-louisiana,https://da.gd/haCRUw
Al Jazeera,US gov’t details plans for $42bn investment for internet access,https://www.aljazeera.com/economy/2023/6/26/us-govt-details-plans-for-42bn-investment-for-internet-access,https://da.gd/ZXR0K
Al Jazeera,Prigozhin has let the genie out of the bottle,https://www.aljazeera.com/opinions/2023/6/26/prigozhin-has-let-the-genie-out-of-the-bottle,https://da.gd/PBcaTy
