feed,title,long_url,short_url
NPR,Up First briefing: Trump's 3rd indictment; U.S. loses AAA rating; heat and the brain,https://www.npr.org/2023/08/02/1191526206/up-first-briefing-trumps-indictment-u-s-aaa-credit-rating-brain-extreme-heat,https://da.gd/7NnA
