feed,title,long_url,short_url
Al Jazeera,Russia’s war won’t stop me becoming chess grandmaster | Close Up,https://www.aljazeera.com/program/al-jazeera-close-up/2023/8/2/aje-onl-cu_russiaswarwontstopmebecomingchessgrandmaster-010823,https://da.gd/NOhrD
