feed,title,long_url,short_url
NPR,Senate mulls next steps in Mayorkas impeachment; ocean heat is mass bleaching coral,https://npr.org/2024/04/17/1245248388/senate-mulls-next-steps-in-mayorkas-impeachment-ocean-heat-is-mass-bleaching-cor,https://da.gd/vFzcy
