feed,title,long_url,short_url
NPR,16-year-old soccer player Lamine Yamal brings his homework to Euro 2024,https://www.npr.org/2024/06/15/nx-s1-5006671/16-year-old-soccer-player-lamine-yamal-brings-his-homework-to-euro-2024,https://da.gd/x9Zk2
NPR,"The week in AI: Apple announces AI features in new iPhone, Musk drops OpenAI lawsuit",https://www.npr.org/2024/06/15/nx-s1-5006567/the-week-in-ai-apple-announces-ai-features-in-new-iphone-musk-drops-openai-lawsuit,https://da.gd/Sjebs
NPR,Bird flu risk is restricted to those who work with dairy cattle — for now,https://www.npr.org/2024/06/15/nx-s1-5006146/bird-flu-risk-is-restricted-to-those-who-work-with-dairy-cattle-for-now,https://da.gd/dJog4
NPR,The lack of Black sperm donors is a nationwide problem,https://www.npr.org/2024/06/15/nx-s1-4987958-e1/the-lack-of-black-sperm-donors-is-a-nationwide-problem,https://da.gd/b4sX10
NPR,"Known for his role in Brexit, Nigel Farage is gaining prominence in the U.K. elections",https://www.npr.org/2024/06/15/nx-s1-5006165/known-for-his-role-in-brexit-nigel-farage-is-gaining-prominence-in-the-u-k-elections,https://da.gd/TYe6R
NPR,"Saturday Sports: NBA finals, Caitlin Clark and internet trolls, Jerry West passing",https://www.npr.org/2024/06/15/nx-s1-5006060/saturday-sports-nba-finals-caitlin-clark-and-internet-trolls-jerry-west-passing,https://da.gd/YcjSK2
NPR,Switzerland is hosting a summit organized by Ukraine in the hope of peace talks,https://www.npr.org/2024/06/15/nx-s1-5005955/switzerland-is-hosting-a-summit-organized-by-ukraine-in-the-hope-of-peace-talks,https://da.gd/Irwu6
NPR,The Supreme Court's ruling in favor of Starbucks could impact unions everywhere,https://www.npr.org/2024/06/15/nx-s1-5004981/the-supreme-courts-ruling-in-favor-of-starbucks-could-impact-unions-everywhere,https://da.gd/ZeXD2r
NPR,Why banana brand Chiquita was found liable for deaths in the Colombia's Civil War,https://www.npr.org/2024/06/15/nx-s1-5003904/why-banana-brand-chiquita-was-found-liable-for-deaths-in-the-colombias-civil-war,https://da.gd/q5ahM3
NPR,"Week in politics: Biden reaches out to older voter, Trump meets with GOP senators",https://www.npr.org/2024/06/15/nx-s1-5003244/week-in-politics-biden-reaches-out-to-older-voter-trump-meets-with-gop-senators,https://da.gd/x9hYW
