feed,title,long_url,short_url
NPR,"What a bereaved father, a historian of Israel, believes after 100 days of war",https://www.npr.org/2024/01/14/1224592155/israel-hamas-gaza-war-100-days-bereaved-father,https://da.gd/mwmg
NPR,"The catastrophe in Gaza after 100 days of Israel-Hamas war, by the numbers",https://www.npr.org/2024/01/14/1224673502/gaza-numbers-100-days-israel-hamas,https://da.gd/kku2i
