feed,title,long_url,short_url
NPR,Congress mulls another TikTok ban; An aid ship heads to Gaza as hunger worsens,https://npr.org/2024/03/13/1238240920/congress-mulls-another-tiktok-ban-aid-ship-headed-gaza-hunger,https://da.gd/o2sPL
