feed,title,long_url,short_url
Al Jazeera,The letter that led to the founding of Israel | Balfour: Seeds of Discord,https://www.aljazeera.com/program/featured-documentaries/2023/10/16/the-letter-that-led-to-the-founding-of-israel-balfour-seeds-of-discord?traffic_source=rss,https://da.gd/gPZzFO
