feed,title,long_url,short_url
Al Jazeera,I have to show the world what Israel’s doing in Gaza | Close Up,https://www.aljazeera.com/program/al-jazeera-close-up/2023/10/16/aje-onl-cu_gazasdeadliestdays-161023?traffic_source=rss,https://da.gd/XzKxUK
