feed,title,long_url,short_url
NPR,Up First briefing: Ex-ambassador charged as agent of Cuba; Nelson Mandela's legacy,https://www.npr.org/2023/12/05/1217277860/up-first-briefing-ex-ambassador-charged-as-agent-of-cuba-nelson-mandelas-legacy,https://da.gd/OlB5s
