feed,title,long_url,short_url
NPR,Up First briefing: Senate returns; Ken Paxton trial; Turkey archeological finds,https://www.npr.org/2023/09/05/1197584936/up-first-briefing-senate-returns-ken-paxton-trial-turkey-archeological-finds,https://da.gd/CA4QUx
