feed,title,long_url,short_url
NPR,Election Tricks in Venezuela; American Students Slowly Return to China,https://www.npr.org/2024/06/13/1196982107/election-tricks-in-venezuela-american-students-slowly-return-to-china,https://da.gd/MZ206D
NPR,Abortion providers back to ‘business as usual’ after high court's mifepristone ruling,https://www.npr.org/sections/shots-health-news/2024/06/13/nx-s1-5004633/abortion-supreme-court-mifepristone-ruling-pill-fda,https://da.gd/XxA7T
NPR,Indigenous Makah tribe in Washington allowed to resume whaling tradition,https://www.npr.org/2024/06/13/nx-s1-5004700/indigenous-makah-tribe-in-washington-allowed-to-resume-whaling-tradition,https://da.gd/ahHadj
NPR,SCOTUS upholds Mifepristone access. What's next for the anti-abortion movement?,https://www.npr.org/2024/06/13/nx-s1-5004679/scotus-upholds-mifepristone-access-whats-next-for-the-anti-abortion-movement,https://da.gd/TT7T
NPR,Heavy rains in South Florida cause major flooding,https://www.npr.org/2024/06/13/nx-s1-5004703/heavy-rains-in-south-florida-cause-major-flooding,https://da.gd/DFRA
NPR,"The U.S. is hosting the Cricket World Cup, spurring increased interest in the sport",https://www.npr.org/2024/06/13/nx-s1-5003967/the-u-s-is-hosting-the-cricket-world-cup-spurring-increased-interest-in-the-sport,https://da.gd/md479y
NPR,"The scientist whose research led to cholesterol-lowering statin drugs, has died",https://www.npr.org/2024/06/13/nx-s1-5003769/the-scientist-whose-research-led-to-cholesterol-lowering-statin-drugs-has-died,https://da.gd/1wqD1
NPR,Will the generational divide on support for Israel impact the presidential election?,https://www.npr.org/2024/06/13/nx-s1-5002105/will-the-generational-divide-on-support-for-israel-impact-the-presidential-election,https://da.gd/IYkyd4
NPR,"Burglars steal $500k in jewels from Bulgari, then escaped through Rome's sewers",https://www.npr.org/2024/06/13/nx-s1-5003234/burglars-steal-500k-in-jewels-from-bulgari-then-escaped-through-romes-sewers,https://da.gd/5kbP5
NPR,Memorializing loved ones through AI,https://www.npr.org/2024/06/13/nx-s1-4996472/memorializing-loved-ones-through-ai,https://da.gd/7ual
