feed,title,long_url,short_url
NPR,NPR suspends veteran editor as it grapples with his public criticism,https://npr.org/2024/04/16/1244962042/npr-editor-uri-berliner-suspended-essay,https://da.gd/sfrzqo
NPR,صنع الموسيقى من الخراب: موسيقي عراقي يصنع آلته من أنقاض الحرب,https://npr.org/2024/04/16/1244782854/ameen-mokdad-music-musician-iraq-mosul-isis,https://da.gd/TAjZ44
NPR,A new generation is uncovering the tiny doodles left by engineers on old microchips,https://npr.org/2024/04/16/1242941475/new-generation-chip-art-silicon-doodles-engineers-microchip,https://da.gd/95SEne
NPR,Why homeless people are losing health coverage in Medicaid mix-ups,https://npr.org/sections/health-shots/2024/04/16/1244000356/homeless-health-medicaid-uninsured-kicked-off-redetermination-disenrolled,https://da.gd/Ow4CW
NPR,"Senate trial on Mayorkas set to start, but Democrats are likely to dispose of charges",https://npr.org/2024/04/16/1233289979/senate-mayorkas-impeachment-trial-explained,https://da.gd/NjLVAU
NPR,"ABBA, The Notorious B.I.G. and Green Day named to the National Recording Registry",https://npr.org/2024/04/16/1244804661/abba-green-day-national-recording-registry,https://da.gd/21ul4
NPR,"As Iran attacked Israel, old and faked videos and images got millions of views on X",https://npr.org/2024/04/16/1244920615/iran-israel-fake-social-media-disinformation,https://da.gd/QN9y
NPR,Bitcoin is about to hit an event called the halving — and it may spark a huge rally,https://npr.org/2024/04/16/1244173751/bitcoin-halving-rally-crypto,https://da.gd/ToEnj
NPR,ISIS destroyed his instruments. He made a new one from scraps and composed an album,https://npr.org/2024/04/16/1242389900/ameen-mokdad-music-musician-iraq-mosul-isis,https://da.gd/JmIwcu
NPR,Supreme Court hears challenge to law used to prosecute hundreds of Jan. 6 defendants,https://npr.org/2024/04/16/1243401678/supreme-court-jan-6-prosecutions-law,https://da.gd/yGhr
