feed,title,long_url,short_url
NPR,Israel orders Rafah evacuations; Boeing plans to launch a spacecraft,https://www.npr.org/2024/05/06/1249306063/up-first-newsletter-israel-rafah-evacuations-boeing-space-launch,https://da.gd/Z4Lz
