feed,title,long_url,short_url
NPR,Up First briefing: Blinken in Ukraine; ex-Proud Boys leader sentenced; new COVID data,https://www.npr.org/2023/09/06/1197828980/up-first-briefing-blinken-ukraine-ex-proud-boys-leader-sentenced-new-covid-data,https://da.gd/0KBlg
