feed,title,long_url,short_url
Al Jazeera,How the US State Department shields Israel from sanctions,https://www.aljazeera.com/program/the-bottom-line/2024/5/12/how-the-us-state-department-shields-israel-from-sanctions?traffic_source=rss,https://da.gd/N5xzZ
Al Jazeera,Chile’s Tabilo beats top-seeded Djokovic in massive upset at Italian Open,https://www.aljazeera.com/sports/2024/5/12/chiles-tabilo-beats-top-seeded-djokovic-in-massive-upset-at-italian-open?traffic_source=rss,https://da.gd/E68yrM
