feed,title,long_url,short_url
NPR,Up First Briefing: Google on trial; Kim Jong Un in Russia; green comet sighting,https://www.npr.org/2023/09/12/1198883902/up-first-briefing-google-on-trial-kim-jong-un-in-russia-nishimura-comet,https://da.gd/E0BJM
