feed,title,long_url,short_url
Al Jazeera,Shooter kills Tel Aviv policeman in Israel; suspect gunned down,https://www.aljazeera.com/news/2023/8/5/shooter-kills-tel-aviv-policeman-in-israel-suspect-gunned-down,https://da.gd/Cg3Nx
