feed,title,long_url,short_url
BBC UK,Elon Musk expected to attend AI summit in UK,https://www.bbc.co.uk/news/technology-67269549?at_medium=RSS&at_campaign=KARANGA,https://da.gd/bF9q4
BBC UK,Patients waiting months could travel for treatment,https://www.bbc.co.uk/news/health-67267032?at_medium=RSS&at_campaign=KARANGA,https://da.gd/WyZf
BBC UK,Bankers' bonus cap scrapped allowing return of bumper rewards,https://www.bbc.co.uk/news/business-67264647?at_medium=RSS&at_campaign=KARANGA,https://da.gd/1xml35
BBC UK,"Sharp rise in UK firms at risk of going bust, insolvency data shows",https://www.bbc.co.uk/news/business-67261798?at_medium=RSS&at_campaign=KARANGA,https://da.gd/LUcMIC
BBC UK,South Africa declares public holiday for World Cup win,https://www.bbc.co.uk/news/world-africa-67269427?at_medium=RSS&at_campaign=KARANGA,https://da.gd/WieFJG
BBC UK,Band walks 870 miles to complete Wales tour,https://www.bbc.co.uk/news/uk-wales-67219848?at_medium=RSS&at_campaign=KARANGA,https://da.gd/cJtGS9
BBC UK,The Papers: Hostage freed and ex-PM's decisions made Covid fight 'impossible',https://www.bbc.co.uk/news/blogs-the-papers-67269273?at_medium=RSS&at_campaign=KARANGA,https://da.gd/Vovx
BBC UK,"How social media fuelled antisemitic violence in Dagestan, Russia",https://www.bbc.co.uk/news/world-europe-67269477?at_medium=RSS&at_campaign=KARANGA,https://da.gd/soJzg
BBC UK,US presidential election 2024: The Republicans challenging Donald Trump,https://www.bbc.co.uk/news/world-us-canada-63550237?at_medium=RSS&at_campaign=KARANGA,https://da.gd/0ZOzp
BBC UK,Why are mass shootings on the rise in the US?,https://www.bbc.co.uk/news/world-us-canada-67232795?at_medium=RSS&at_campaign=KARANGA,https://da.gd/ZX6ox
BBC UK,Horror games: Is the genre in a golden age?,https://www.bbc.co.uk/news/newsbeat-67237646?at_medium=RSS&at_campaign=KARANGA,https://da.gd/c2wNe
BBC UK,Portugal's tech boom challenged by tax change,https://www.bbc.co.uk/news/business-67087676?at_medium=RSS&at_campaign=KARANGA,https://da.gd/ipU4wV
