feed,title,long_url,short_url
NPR,Latest on Ukraine: Kim Jong Un to meet with Putin; G20 statement; Blinken visits Kyiv,https://www.npr.org/2023/09/11/1198411862/russia-ukraine-war-news,https://da.gd/1Jlz
