feed,title,long_url,short_url
NPR,Up First briefing: Climate worsens heat waves; Israel protests; Emmett Till monument,https://www.npr.org/2023/07/25/1189907825/up-first-briefing-climate-worsens-heat-waves-israel-protests-emmett-till-monumen,https://da.gd/iYtw
