feed,title,long_url,short_url
BBC World,Poland election: Women and youth force PiS from power,https://www.bbc.co.uk/news/world-europe-67156864?at_medium=RSS&at_campaign=KARANGA,https://da.gd/cQjunn
BBC World,Republicans back to square one as Speaker crisis deepens,https://www.bbc.co.uk/news/world-us-canada-67165183?at_medium=RSS&at_campaign=KARANGA,https://da.gd/rXDHiP
