feed,title,long_url,short_url
Al Jazeera,Four Hajj delegations leave besieged Gaza to Mecca,https://www.aljazeera.com/news/2023/6/17/four-hajj-delegations-leave-besieged-gaza-to-mecca,https://da.gd/W516C7
Al Jazeera,"Cyclone Biparjoy weakens, thousands leave relief camps in India",https://www.aljazeera.com/news/2023/6/17/gujrat-starts-returning-to-normal-after-cyclone-biparjoy-weakens,https://da.gd/gXJcxM
Al Jazeera,Sudan’s warring sides agree to new 72-hour ceasefire,https://www.aljazeera.com/news/2023/6/17/air-raid-kills-17-in-sudans-capital-khartoum,https://da.gd/4pxH
Al Jazeera,Fears of ethnic cleansing mount in Sudan’s West Darfur,https://www.aljazeera.com/features/2023/6/17/ethnic-cleansing-in-west-darfur,https://da.gd/GyPJ3
Al Jazeera,US senators introduce bill for restoration of Tunisia’s democracy,https://www.aljazeera.com/news/2023/6/17/us-senators-introduce-bill-for-restoration-of-tunisias-democracy,https://da.gd/E1333b
Al Jazeera,Foodbanks can help tackle East Africa’s hunger crises,https://www.aljazeera.com/opinions/2023/6/17/foodbanks-can-help-tackle-east-africas-hunger-crises,https://da.gd/4Ph1T
Al Jazeera,Al Jazeera wins seven Drum Online Media Awards,https://www.aljazeera.com/news/2023/6/17/al-jazeera-wins-seven-drum-online-media-awards,https://da.gd/TXsqPV
Al Jazeera,"Saudi, Iran foreign ministers meet in Tehran amid warming ties",https://www.aljazeera.com/news/2023/6/17/saudi-foreign-minister-arrives-in-tehran-amid-warming-ties,https://da.gd/7uAWsk
Al Jazeera,Ban on Israelis could see Indonesia lose World Beach Games,https://www.aljazeera.com/sports/2023/6/17/ban-on-israelis-could-see-indonesia-lose-world-beach-games,https://da.gd/f5TE
Al Jazeera,Sudanese continue to flee Darfur violence in dire circumstances,https://www.aljazeera.com/news/2023/6/17/sudanese-continue-to-flee-darfur-violence-in-dire-circumstances,https://da.gd/VNQVlX
Al Jazeera,Euro-Med Monitor calls on Tunisia to release hunger striker Atig,https://www.aljazeera.com/news/2023/6/17/euro-med-monitor-calls-on-tunisia-to-release-hunger-striker-atig,https://da.gd/m7AI
Al Jazeera,Chile’s justice minister: Pinochet-era wounds must remain visible,https://www.aljazeera.com/program/talk-to-al-jazeera/2023/6/17/chiles-justice-minister-pinochet-era-wounds-must-remain-visible,https://da.gd/cH1m
Al Jazeera,Dozens die as northern India swelters under heatwave,https://www.aljazeera.com/news/2023/6/17/dozens-die-as-northern-india-swelters-under-heatwave,https://da.gd/5HHqQv
Al Jazeera,Silvio Berlusconi: Media mogul and master politician,https://www.aljazeera.com/program/the-listening-post/2023/6/17/silvio-berlusconi-media-mogul-and-master-politician,https://da.gd/Ox4S4z
Al Jazeera,What’s behind the EU’s financial aid offer to Tunisia?,https://www.aljazeera.com/program/counting-the-cost/2023/6/17/whats-behind-the-eus-financial-aid-offer-to-tunisia,https://da.gd/rDtN4
Al Jazeera,UN agencies seek ‘decisive action’ from EU after Greece tragedy,https://www.aljazeera.com/news/2023/6/17/un-agencies-seek-decisive-action-from-eu-after-greece-tragedy,https://da.gd/HMHg
Al Jazeera,"Dozens killed, six abducted in attack on Uganda school",https://www.aljazeera.com/news/2023/6/17/dozens-killed-in-attack-on-ugandan-school-near-drc-border,https://da.gd/57cuxH
Al Jazeera,NATO focuses on underwater assets amid Russia sabotage concerns,https://www.aljazeera.com/news/2023/6/17/nato-focuses-on-underwater-assets-amid-russia-sabotage-concerns,https://da.gd/UPncy
Al Jazeera,"Putin confirms nukes in Belarus, US slates Russian sabre-rattling",https://www.aljazeera.com/news/2023/6/17/putin-confirms-nukes-in-belarus-us-slates-russian-sabre-rattling,https://da.gd/g1IK1
Al Jazeera,"N Korea opens key party meeting to discuss defence, diplomacy",https://www.aljazeera.com/news/2023/6/17/n-korea-opens-key-party-meeting-to-discuss-defence-diplomacy,https://da.gd/c3Tr
Al Jazeera,"Russia-Ukraine war: List of key events, day 479",https://www.aljazeera.com/news/2023/6/17/russia-ukraine-war-list-of-key-events-day-479,https://da.gd/e8EIZx
Al Jazeera,Dominican Republic denies Canada consulted on Haitian aid office,https://www.aljazeera.com/news/2023/6/17/dominican-republic-denies-canada-consulted-on-haitian-aid-office,https://da.gd/T3inmK
Al Jazeera,Alleged body part theft by Harvard morgue manager spurs lawsuit,https://www.aljazeera.com/news/2023/6/16/alleged-body-part-theft-by-harvard-morgue-manager-spurs-lawsuit,https://da.gd/E7M3y
