feed,title,long_url,short_url
Al Jazeera,Iceland suspends whale hunting over animal rights concerns,https://www.aljazeera.com/news/2023/6/20/iceland-suspends-whale-hunt-on-animal-rights-concerns,https://da.gd/kw08
Al Jazeera,Estonia passes law to allow same-sex marriage,https://www.aljazeera.com/news/2023/6/20/estonia-passes-law-to-allow-same-sex-marriage,https://da.gd/4DChU1
Al Jazeera,Rwandan genocide suspect seeks asylum in South Africa,https://www.aljazeera.com/news/2023/6/20/rwandan-genocide-suspect-seeks-asylum-in-south-africa,https://da.gd/C5oVJS
Al Jazeera,Germany’s spy agency cautions against voting for far-right AfD,https://www.aljazeera.com/news/2023/6/20/germanys-spy-agency-cautions-against-voting-for-far-right-afd,https://da.gd/BtrcOd
Al Jazeera,Amnesty urges end to ‘racist’ treatment of Haitian asylum seekers,https://www.aljazeera.com/news/2023/6/20/amnesty-urges-end-to-racist-treatment-of-haitian-asylum-seekers,https://da.gd/HYIj
Al Jazeera,US judge sets August 14 start date for Donald Trump trial,https://www.aljazeera.com/news/2023/6/20/us-judge-sets-august-14-start-date-for-donald-trump-trial,https://da.gd/OQ9Tze
Al Jazeera,What’s driving DR Congo’s deadly conflict with M23?,https://www.aljazeera.com/program/the-stream/2023/6/20/whats-driving-dr-congos-deadly-conflict-with-m23,https://da.gd/CTHy
Al Jazeera,Four Israeli settlers killed in attack in the occupied West Bank,https://www.aljazeera.com/news/2023/6/20/four-settlers-killed-in-attack-in-the-occupied-west-bank,https://da.gd/HljvB2
Al Jazeera,Afghanistan’s Taliban publicly executes man convicted of murder,https://www.aljazeera.com/news/2023/6/20/afghanistans-taliban-publicly-executes-man-convicted-of-murder,https://da.gd/GFSHcc
Al Jazeera,Joe Biden’s son Hunter agrees to plead guilty to federal charges,https://www.aljazeera.com/news/2023/6/20/joe-bidens-son-hunter-agrees-to-plead-guilty-to-federal-charges,https://da.gd/6XIV
Al Jazeera,Darfur governor calls for international probe in Sudan violence,https://www.aljazeera.com/news/2023/6/20/darfur-governor-calls-for-international-probe-in-sudan-violence,https://da.gd/nccnQ
Al Jazeera,Hungary ignoring requests for contact with war prisoners: Ukraine,https://www.aljazeera.com/news/2023/6/20/hungary-ignoring-requests-for-contact-with-war-prisoners-ukraine,https://da.gd/Lgo77
Al Jazeera,Gaza’s blockade: Palestine’s Nakba lives on in new generations,https://www.aljazeera.com/news/2023/6/20/gazas-blockade-palestines-nakba-lives-on-in-new-generations,https://da.gd/bZ6D
Al Jazeera,French police raid Paris 2024 headquarters in corruption probe,https://www.aljazeera.com/sports/2023/6/20/france-police-raid-paris-2024-olympics-headquarters-corruption-probe,https://da.gd/fMwlg3
Al Jazeera,Football Love: Sudan’s first female football coach,https://www.aljazeera.com/program/africa-direct/2023/6/20/football-love-sudans-first-female-football-coach,https://da.gd/YaMYJm
Al Jazeera,"Nigeria, labour unions to agree new minimum wage within 8 weeks",https://www.aljazeera.com/economy/2023/6/20/nigeria-labour-unions-to-agree-new-minimum-wage-within-8-weeks,https://da.gd/BQVS
Al Jazeera,Cristiano Ronaldo’s 10 most memorable international moments,https://www.aljazeera.com/sports/2023/6/20/cristiano-ronaldos-10-most-memorable-international-moments,https://da.gd/z5chV
Al Jazeera,"Shahzada Dawood, Hamish Harding: Who’s on missing Titanic sub?",https://www.aljazeera.com/news/2023/6/20/shahzada-dawood-hamish-harding-whos-on-missing-titanic-sub,https://da.gd/pgIL
Al Jazeera,Australian senator urges ICC probe into war crimes allegations,https://www.aljazeera.com/news/2023/6/20/australian-senator-urges-icc-probe-into-war-crimes-allegations,https://da.gd/NaInvS
Al Jazeera,Greece boat tragedy: What do we know about the coastguard’s role?,https://www.aljazeera.com/features/2023/6/20/questions-remain-over-greeces-role-in-migrant-boat-tragedy,https://da.gd/XzMqZa
Al Jazeera,"In a first, UN rights chief seeks presence in India and China",https://www.aljazeera.com/news/2023/6/20/in-a-first-un-rights-chief-seeks-presence-in-india-and-china,https://da.gd/thRIDz
Al Jazeera,Pakistan football team to play in India for first time since 2014,https://www.aljazeera.com/sports/2023/6/20/pakistan-football-team-to-play-in-india-for-first-time-since-2014,https://da.gd/OQKkI
Al Jazeera,Parents submit DNA samples to ID Uganda school massacre victims,https://www.aljazeera.com/news/2023/6/20/parents-submit-dna-samples-to-id-uganda-school-massacre-victims,https://da.gd/KgAm
Al Jazeera,Rwanda is no refuge for UK asylum seekers,https://www.aljazeera.com/opinions/2023/6/20/rwanda-is-no-refuge-for-uk-asylum-seekers,https://da.gd/O6GIr
Al Jazeera,Romanian prosecutors send Andrew Tate to trial for trafficking,https://www.aljazeera.com/news/2023/6/20/romanian-prosecutors-send-andrew-tate-to-trial-for-trafficking,https://da.gd/3GfLA
