feed,title,long_url,short_url
NPR,Up First briefing: Gun violence and trauma; women in the workforce; tip-flation,https://www.npr.org/2023/07/05/1185983393/up-first-briefing-gun-violence-and-trauma-women-in-the-workforce-tip-flation,https://da.gd/eDkC
