feed,title,long_url,short_url
NPR,Up First briefing: South Africa accuses Israel of genocide; Christie ends 2024 race,https://www.npr.org/2024/01/11/1224138491/up-first-briefing-south-africa-accuses-israel-of-genocide-christie-ends-2024-rac,https://da.gd/eOMb6
