feed,title,long_url,short_url
BBC UK,"Don't give up on HS2, Tory mayor Andy Street urges Rishi Sunak",https://www.bbc.co.uk/news/uk-politics-66985792?at_medium=RSS&at_campaign=KARANGA,https://da.gd/TbiVJ
NPR,"5 years after Khashoggi's murder, advocates say the lack of justice is dangerous",https://www.npr.org/2023/10/02/1202937036/jamal-khashoggi-mbs-murder-saudi-arabia-human-rights,https://da.gd/2XQcx
BBC World,US Speaker McCarthy stares down a ring-wing coup,https://www.bbc.co.uk/news/world-us-canada-66987485?at_medium=RSS&at_campaign=KARANGA,https://da.gd/vG8p
BBC World,Double rainbow and lightning strikes caught on camera,https://www.bbc.co.uk/news/world-us-canada-66987626?at_medium=RSS&at_campaign=KARANGA,https://da.gd/L4CNtm
New York Times US,"What to Know About Laphonza Butler, Newsom’s Appointee to the Senate",https://www.nytimes.com/2023/10/02/us/laphonza-butler-senate-california.html,https://da.gd/DH1I
New York Times US,Secretary of State Blinken Plays the Guitar to Launch “Music Diplomacy” Initiative,https://www.nytimes.com/2023/10/02/us/politics/antony-blinken-guitar-state-department.html,https://da.gd/KbbUIt
BBC UK,Watch: 128-year-old mummy gets a funeral,https://www.bbc.co.uk/news/world-us-canada-66989491?at_medium=RSS&at_campaign=KARANGA,https://da.gd/kAzqv
BBC UK,Watch: Double rainbow and lightning strikes caught on camera,https://www.bbc.co.uk/news/world-us-canada-66987626?at_medium=RSS&at_campaign=KARANGA,https://da.gd/L4CNtm
BBC UK,UK Windows and Doors: 500 jobs to go as firm goes bust,https://www.bbc.co.uk/news/uk-wales-66987799?at_medium=RSS&at_campaign=KARANGA,https://da.gd/IIHoi
BBC UK,Cardiff Half Marathon: Runners get engaged near finish line,https://www.bbc.co.uk/news/uk-wales-66988834?at_medium=RSS&at_campaign=KARANGA,https://da.gd/TauW0
BBC UK,"Francis Lee: Former Manchester City, England, Bolton and Derby striker dies aged 79",https://www.bbc.co.uk/sport/av/football/66989825?at_medium=RSS&at_campaign=KARANGA,https://da.gd/8A8Gw
