feed,title,long_url,short_url
Al Jazeera,The US-Israel relationship explained | Start Here,https://www.aljazeera.com/program/start-here/2023/12/1/the-us-israel-relationship-explained-start-here?traffic_source=rss,https://da.gd/G0wc
