feed,title,long_url,short_url
BBC UK,Prosecutors 'correct' to accept Nottingham killer's pleas,https://www.bbc.co.uk/news/uk-england-nottinghamshire-68643143,https://da.gd/oDTYf
BBC UK,Paedophile football coach died of natural causes,https://www.bbc.co.uk/news/uk-england-manchester-68656004,https://da.gd/NHNWZk
