feed,title,long_url,short_url
Al Jazeera,Why I’m protesting against my Israeli government | Close Up,https://www.aljazeera.com/program/al-jazeera-close-up/2024/4/4/why-im-protesting-against-my-israeli-government-close-up?traffic_source=rss,https://da.gd/QdXTs
