feed,title,long_url,short_url
NPR,Up First briefing: Aid trickles into Gaza; 9 GOP reps battle for House speaker job,https://www.npr.org/2023/10/23/1207942704/up-first-briefing-aid-trickles-into-gaza-9-gop-reps-battle-for-house-speaker-job,https://da.gd/kazr
