feed,title,long_url,short_url
New York Times World,"Isabel Crook, 107, Dies; Her Life in China Spanned a Century of Change",https://www.nytimes.com/2023/08/25/world/asia/isabel-crook-dead.html,https://da.gd/kY5M8d
