feed,title,long_url,short_url
NPR,Up First briefing: Trump's busy week; extremism in a hit song; 'miracle' Lahaina house,https://www.npr.org/2023/08/25/1195864509/up-first-briefing-trump-rich-men-north-of-richmond-miracle-house-lahaina,https://da.gd/ljAT
