feed,title,long_url,short_url
NPR,Up First briefing: Congress avoids government shutdown; Biden and Xi meeting takeaways,https://www.npr.org/2023/11/16/1213430394/up-first-briefing-congress-avoids-government-shutdown-biden-and-xi-meeting-takea,https://da.gd/6cwR
