feed,title,long_url,short_url
NPR,Up First briefing: Pakistan bombing; Yellow trucking meltdown; grieving pet loss,https://www.npr.org/2023/07/31/1191042090/up-first-briefing-pakistan-bombing-yellow-trucking-meltdown-grieving-pet-loss,https://da.gd/Lt3Db
