feed,title,long_url,short_url
Al Jazeera,Hamas leader Ismail Haniyeh was assassinated. Now what? | Start Here,https://www.aljazeera.com/program/start-here/2024/7/31/hamas-leader-ismail-haniyeh-was-assassinated-now-what-start-here?traffic_source=rss,https://da.gd/1dhvNC
