feed,title,long_url,short_url
NPR,Up First briefing: Gazan Christians worry about survival; EU votes on migration rule,https://www.npr.org/2023/12/21/1220870290/up-first-briefing-gazan-christians-worry-about-survival-eu-votes-on-migration-ru,https://da.gd/aFPqzL
