feed,title,long_url,short_url
NPR,A woman addicted to methamphetamine says becoming a mother turned her life around,https://www.npr.org/2024/08/02/nx-s1-5060083/a-woman-addicted-to-methamphetamine-says-becoming-a-mother-turned-her-life-around,https://da.gd/csC6m3
NPR,"Olympic Village cafeteria serves 40,000 meals a day to the world’s best athletes",https://www.npr.org/2024/08/02/nx-s1-5020270/olympic-village-cafeteria-serves-40-000-meals-a-day-to-the-worlds-best-athletes,https://da.gd/2qYL7
NPR,Bangladesh is witnessing the deadliest protests in its history,https://www.npr.org/2024/08/02/nx-s1-5059940/bangladesh-is-witnessing-the-deadliest-protests-in-its-history,https://da.gd/c8ZMX
NPR,The U.S. is being urged to help lower the escalating tensions in the Middle East,https://www.npr.org/2024/08/02/nx-s1-5060200/the-u-s-is-being-urged-to-help-lower-the-escalating-tensions-in-the-middle-east,https://da.gd/bahSL
NPR,New blood tests can help diagnose Alzheimer's. Are doctors ready for what's next?,https://www.npr.org/sections/shots-health-news/2024/08/02/g-s1-14852/alzheimers-new-blood-tests-amyloid-tau-ptau217-diagnosis,https://da.gd/dhqRee
NPR,Inflation math is changing America's dinner plans,https://www.npr.org/2024/08/02/nx-s1-5057854/inflation-prices-restaurants-groceries-dinner,https://da.gd/x64z
NPR,Harris announces record-breaking $310 million July fundraising haul,https://www.npr.org/2024/08/02/g-s1-14927/kamala-harris-fundraising,https://da.gd/o0ghPu
NPR,Is 'stiff arm' a reference to politics or the Olympics? Find out in the quiz,https://www.npr.org/2024/08/01/g-s1-14745/olympics-kamala-harris-prisoner-swap-donald-trump-airlines,https://da.gd/0q2ma
NPR,5 tips to save money on back-to-school shopping — this weekend and beyond,https://www.npr.org/2024/08/02/nx-s1-5057591/back-to-school-shopping-tips-deals,https://da.gd/9g7kKh
NPR,"Action-packed and heart-thumping, Kayak Cross makes its Olympic debut in Paris",https://www.npr.org/2024/08/02/nx-s1-4927314/kayak-cross-olympic-debut-paris,https://da.gd/HckkO
