feed,title,long_url,short_url
NPR,What the Starbucks case at the Supreme Court is all about. Hint: It's not coffee,https://npr.org/2024/04/23/1226955737/starbucks-supreme-court-union-organizing-labor-injunctions-nlrb,https://da.gd/pW8rI
NPR,Talks for a plastic pollution treaty are stalling. Could the U.S. be doing more?,https://npr.org/2024/04/23/1246293403/plastic-pollution-un-treaty-negotiations-waste-fossil-fuels-climate-change,https://da.gd/8ioj2
NPR,Concerns over antisemitism rise as Jews begin observing Passover,https://npr.org/2024/04/23/1246380646/concerns-over-antisemitism-rise-as-jews-begin-observing-passover,https://da.gd/Wd8Kl
NPR,Biden is campaigning in Florida a week before a new abortion ban takes effect,https://npr.org/2024/04/23/1246524598/biden-abortion-florida,https://da.gd/gz9Og
NPR,New federal grants aimed to support elections. Many voting officials didn't see a dime,https://npr.org/2024/04/23/1246372144/election-funding-dhs-grants,https://da.gd/kXl9TQ
NPR,"After 26,000 public comments, FTC to vote on rule banning noncompete agreements",https://npr.org/2024/04/23/1246430110/noncompete-agreements-ftc-ban-lina-khan,https://da.gd/MWDxaM
NPR,3 Maryland juveniles are charged with hate crimes. How did it get to that point?,https://npr.org/2024/04/23/1243897404/maryland-students-charged-hate-crime,https://da.gd/LJ6wIp
NPR,The states to watch on the 2024 electoral map,https://npr.org/2024/04/23/1246359499/2024-electoral-map,https://da.gd/CGlkN
NPR,Ex-National Enquirer publisher testifies against Donald Trump in hush money trial,https://npr.org/2024/04/23/1246435476/david-pecker-trump-trial,https://da.gd/xMrNj
NPR,"Well, hello, Voyager 1! The venerable spacecraft is once again making sense",https://npr.org/2024/04/23/1246392066/nasa-voyager-1-spacecraft-talks-back,https://da.gd/IUT6Rx
