feed,title,long_url,short_url
NPR,Gaza solidarity protests sweep U.S. colleges; SCOTUS tackles Starbucks union case,https://npr.org/2024/04/23/1246560844/up-first-newsletter-gaza-protest-college-columbia-starbucks-supreme-court-union,https://da.gd/4bRx8
