feed,title,long_url,short_url
NPR,Up First briefing: Humanitarian corridors in Gaza; Manchin's Senate seat up for grabs,https://www.npr.org/2023/11/10/1212099625/up-first-briefing-humanitarian-corridors-gaza-manchin-senate-seat,https://da.gd/RhP4y6
