feed,title,long_url,short_url
NPR,Up First briefing: Houses passes child tax credit bill; EU agrees on Ukraine aid,https://www.npr.org/2024/02/01/1228308570/up-first-briefing-houses-passes-child-tax-credit-bill-eu-agrees-on-ukraine-aid,https://da.gd/fNyPzN
