feed,title,long_url,short_url
NPR,Up First briefing: Biden visits UAW; Congress tackles shutdown; Olympic doping hearing,https://www.npr.org/2023/09/26/1201688601/up-first-briefing-biden-visits-uaw-congress-tackles-shutdown-olympic-doping-hear,https://da.gd/hzJ2fP
